dt,equity
2022-05-26T00:00:00,99999.168130
2022-05-27T00:00:00,100000.063075
2022-05-30T00:00:00,100002.514175
2022-05-31T00:00:00,100003.781575
2022-06-01T00:00:00,100002.986275
2022-06-02T00:00:00,100004.553175
2022-06-03T00:00:00,100005.599275
2022-06-06T00:00:00,100005.008675
2022-06-07T00:00:00,100003.844875
2022-06-08T00:00:00,100004.164475
2022-06-09T00:00:00,100005.341818
2022-06-10T00:00:00,100005.049918
2022-06-13T00:00:00,100004.880818
2022-06-14T00:00:00,100004.115418
2022-06-15T00:00:00,100004.944418
2022-06-16T00:00:00,100004.440218
2022-06-17T00:00:00,100005.733518
2022-06-20T00:00:00,100006.446573
2022-06-21T00:00:00,100007.407173
2022-06-22T00:00:00,100008.776873
2022-06-23T00:00:00,100009.993573
2022-06-24T00:00:00,100009.935473
2022-06-27T00:00:00,100012.063473
2022-06-28T00:00:00,100014.229173
2022-06-29T00:00:00,100014.095573
2022-06-30T00:00:00,100013.142773
2022-07-01T00:00:00,100012.044673
2022-07-04T00:00:00,100012.257473
2022-07-05T00:00:00,100010.975873
2022-07-06T00:00:00,100009.322773
2022-07-07T00:00:00,100010.642773
2022-07-08T00:00:00,100009.946873
2022-07-11T00:00:00,100009.335273
2022-07-12T00:00:00,100008.685173
2022-07-13T00:00:00,100010.713573
2022-07-14T00:00:00,100010.673032
2022-07-15T00:00:00,100011.902632
2022-07-18T00:00:00,100011.480532
2022-07-19T00:00:00,100012.175632
2022-07-20T00:00:00,100011.160032
2022-07-21T00:00:00,100011.145762
2022-07-22T00:00:00,100010.890562
2022-07-25T00:00:00,100011.696962
2022-07-26T00:00:00,100011.818562
2022-07-27T00:00:00,100011.108362
2022-07-28T00:00:00,100011.683662
2022-07-29T00:00:00,100011.710562
2022-08-01T00:00:00,100011.718062
2022-08-02T00:00:00,100011.308962
2022-08-03T00:00:00,100012.561362
2022-08-04T00:00:00,100013.321262
2022-08-05T00:00:00,100012.895462
2022-08-08T00:00:00,100012.629085
2022-08-09T00:00:00,100012.461785
2022-08-10T00:00:00,100012.127885
2022-08-11T00:00:00,100011.990885
2022-08-12T00:00:00,100012.265485
2022-08-15T00:00:00,100012.576385
2022-08-16T00:00:00,100012.055185
2022-08-17T00:00:00,100011.647185
2022-08-18T00:00:00,100011.386785
2022-08-19T00:00:00,100011.890685
2022-08-22T00:00:00,100011.606985
2022-08-23T00:00:00,100011.802585
2022-08-24T00:00:00,100011.527285
2022-08-25T00:00:00,100011.714985
2022-08-26T00:00:00,100011.541685
2022-08-29T00:00:00,100011.256785
2022-08-30T00:00:00,100010.755685
2022-08-31T00:00:00,100010.671785
2022-09-01T00:00:00,100010.660828
2022-09-02T00:00:00,100010.974770
2022-09-05T00:00:00,100011.540370
2022-09-06T00:00:00,100013.057670
2022-09-07T00:00:00,100012.900470
2022-09-08T00:00:00,100013.373970
2022-09-09T00:00:00,100014.336270
2022-09-12T00:00:00,100013.953770
2022-09-13T00:00:00,100013.870670
2022-09-14T00:00:00,100015.754970
2022-09-15T00:00:00,100014.799870
2022-09-16T00:00:00,100015.818170
2022-09-19T00:00:00,100016.395481
2022-09-20T00:00:00,100016.395481
2022-09-21T00:00:00,100016.395481
2022-09-22T00:00:00,100016.395481
2022-09-23T00:00:00,100016.395481
2022-09-26T00:00:00,100016.395481
2022-09-27T00:00:00,100016.395481
2022-09-28T00:00:00,100016.395481
2022-09-29T00:00:00,100016.395481
2022-09-30T00:00:00,100016.395481
2022-10-03T00:00:00,100016.395481
2022-10-04T00:00:00,100016.395481
2022-10-05T00:00:00,100016.395481
2022-10-06T00:00:00,100016.395481
2022-10-07T00:00:00,100016.395481
2022-10-10T00:00:00,100016.395481
2022-10-11T00:00:00,100016.395481
2022-10-12T00:00:00,100016.632857
2022-10-13T00:00:00,100016.668857
2022-10-14T00:00:00,100017.064257
2022-10-17T00:00:00,100017.211257
2022-10-18T00:00:00,100017.247157
2022-10-19T00:00:00,100016.686857
2022-10-20T00:00:00,100017.164757
2022-10-21T00:00:00,100017.477857
2022-10-24T00:00:00,100017.450157
2022-10-25T00:00:00,100017.503557
2022-10-26T00:00:00,100017.818457
2022-10-27T00:00:00,100017.525657
2022-10-28T00:00:00,100017.798457
