dt,equity
2022-05-26T00:00:00,99998.273835
2022-05-27T00:00:00,99998.599135
2022-05-30T00:00:00,99999.200735
2022-05-31T00:00:00,99999.701135
2022-06-01T00:00:00,100000.049935
2022-06-02T00:00:00,100000.427135
2022-06-03T00:00:00,100000.082135
2022-06-06T00:00:00,99999.828735
2022-06-07T00:00:00,99999.531335
2022-06-08T00:00:00,99999.731135
2022-06-09T00:00:00,99999.998435
2022-06-10T00:00:00,100000.103935
2022-06-13T00:00:00,99999.605635
2022-06-14T00:00:00,99999.669635
2022-06-15T00:00:00,99999.875135
2022-06-16T00:00:00,99999.791535
2022-06-17T00:00:00,99999.972935
2022-06-20T00:00:00,99999.950335
2022-06-21T00:00:00,100000.328935
2022-06-22T00:00:00,100000.542235
2022-06-23T00:00:00,100000.473835
2022-06-24T00:00:00,100000.771735
2022-06-27T00:00:00,100001.041935
2022-06-28T00:00:00,100000.646735
2022-06-29T00:00:00,100001.105335
2022-06-30T00:00:00,100000.656735
2022-07-01T00:00:00,100000.507035
2022-07-04T00:00:00,100000.396635
2022-07-05T00:00:00,100000.076835
2022-07-06T00:00:00,100000.345135
2022-07-07T00:00:00,100000.381535
2022-07-08T00:00:00,100000.066635
2022-07-11T00:00:00,100000.274035
2022-07-12T00:00:00,100000.097535
2022-07-13T00:00:00,99999.739735
2022-07-14T00:00:00,99999.729094
2022-07-15T00:00:00,99999.729094
2022-07-18T00:00:00,99999.729094
2022-07-19T00:00:00,99999.729094
2022-07-20T00:00:00,99999.729094
2022-07-21T00:00:00,100000.011022
2022-07-22T00:00:00,100000.554522
2022-07-25T00:00:00,100001.086922
2022-07-26T00:00:00,100000.738622
2022-07-27T00:00:00,100000.629122
2022-07-28T00:00:00,100001.264522
2022-07-29T00:00:00,100001.861022
2022-08-01T00:00:00,100002.377422
2022-08-02T00:00:00,100002.626122
2022-08-03T00:00:00,100002.983922
2022-08-04T00:00:00,100003.254622
2022-08-05T00:00:00,100003.774322
2022-08-08T00:00:00,100003.524622
2022-08-09T00:00:00,100003.357322
2022-08-10T00:00:00,100003.023422
2022-08-11T00:00:00,100002.886422
2022-08-12T00:00:00,100003.161022
2022-08-15T00:00:00,100003.471922
2022-08-16T00:00:00,100002.950722
2022-08-17T00:00:00,100002.542722
2022-08-18T00:00:00,100002.282322
2022-08-19T00:00:00,100002.786222
2022-08-22T00:00:00,100002.502522
2022-08-23T00:00:00,100002.698122
2022-08-24T00:00:00,100002.422822
2022-08-25T00:00:00,100002.610522
2022-08-26T00:00:00,100002.437222
2022-08-29T00:00:00,100002.152322
2022-08-30T00:00:00,100001.651222
2022-08-31T00:00:00,100001.567322
2022-09-01T00:00:00,100001.556366
2022-09-02T00:00:00,100001.556366
2022-09-05T00:00:00,100001.556366
2022-09-06T00:00:00,100001.556366
2022-09-07T00:00:00,100001.556366
2022-09-08T00:00:00,100001.556366
2022-09-09T00:00:00,100001.556366
2022-09-12T00:00:00,100001.556366
2022-09-13T00:00:00,100001.556366
2022-09-14T00:00:00,100001.556366
2022-09-15T00:00:00,100001.556366
2022-09-16T00:00:00,100001.556366
2022-09-19T00:00:00,100001.556366
2022-09-20T00:00:00,100001.556366
2022-09-21T00:00:00,100001.556366
2022-09-22T00:00:00,100001.556366
2022-09-23T00:00:00,100001.556366
2022-09-26T00:00:00,100001.556366
2022-09-27T00:00:00,100001.556366
2022-09-28T00:00:00,100001.556366
2022-09-29T00:00:00,100001.556366
2022-09-30T00:00:00,100001.556366
2022-10-03T00:00:00,100001.556366
2022-10-04T00:00:00,100001.556366
2022-10-05T00:00:00,100001.556366
2022-10-06T00:00:00,100001.556366
2022-10-07T00:00:00,100001.556366
2022-10-10T00:00:00,100001.556366
2022-10-11T00:00:00,100001.556366
2022-10-12T00:00:00,100001.793742
2022-10-13T00:00:00,100001.829742
2022-10-14T00:00:00,100002.225142
2022-10-17T00:00:00,100002.372142
2022-10-18T00:00:00,100002.408042
2022-10-19T00:00:00,100001.847742
2022-10-20T00:00:00,100002.325642
2022-10-21T00:00:00,100002.638742
2022-10-24T00:00:00,100002.611042
2022-10-25T00:00:00,100002.664442
2022-10-26T00:00:00,100002.979342
2022-10-27T00:00:00,100002.686542
2022-10-28T00:00:00,100002.959342
