dt,equity
2022-05-26T00:00:00,99105.707606
2022-05-27T00:00:00,99192.066526
2022-05-30T00:00:00,99437.176526
2022-05-31T00:00:00,99563.916526
2022-06-01T00:00:00,99484.386526
2022-06-02T00:00:00,99641.076526
2022-06-03T00:00:00,99745.686526
2022-06-06T00:00:00,99686.626526
2022-06-07T00:00:00,99570.246526
2022-06-08T00:00:00,99602.206526
2022-06-09T00:00:00,99723.815154
2022-06-10T00:00:00,99709.685154
2022-06-13T00:00:00,99691.195154
2022-06-14T00:00:00,99550.485154
2022-06-15T00:00:00,99612.925154
2022-06-16T00:00:00,99463.855154
2022-06-17T00:00:00,99569.065154
2022-06-20T00:00:00,99638.726098
2022-06-21T00:00:00,99734.786098
2022-06-22T00:00:00,99871.756098
2022-06-23T00:00:00,99993.426098
2022-06-24T00:00:00,99987.616098
2022-06-27T00:00:00,100200.416098
2022-06-28T00:00:00,100416.986098
2022-06-29T00:00:00,100403.626098
2022-06-30T00:00:00,100308.346098
2022-07-01T00:00:00,100198.536098
2022-07-04T00:00:00,100219.816098
2022-07-05T00:00:00,100091.656098
2022-07-06T00:00:00,99926.346098
2022-07-07T00:00:00,100058.346098
2022-07-08T00:00:00,99988.756098
2022-07-11T00:00:00,99927.596098
2022-07-12T00:00:00,99862.586098
2022-07-13T00:00:00,100065.426098
2022-07-14T00:00:00,100038.807856
2022-07-15T00:00:00,100176.887856
2022-07-18T00:00:00,100091.227856
2022-07-19T00:00:00,100109.797856
2022-07-20T00:00:00,99978.707856
2022-07-21T00:00:00,100047.383990
2022-07-22T00:00:00,100182.673990
2022-07-25T00:00:00,100473.453990
2022-07-26T00:00:00,100505.483990
2022-07-27T00:00:00,100518.893990
2022-07-28T00:00:00,100502.233990
2022-07-29T00:00:00,100505.343990
2022-08-01T00:00:00,100480.963990
2022-08-02T00:00:00,100271.603990
2022-08-03T00:00:00,100215.723990
2022-08-04T00:00:00,100447.693990
2022-08-05T00:00:00,100437.213990
2022-08-08T00:00:00,100443.128500
2022-08-09T00:00:00,100445.588500
2022-08-10T00:00:00,100539.658500
2022-08-11T00:00:00,100635.138500
2022-08-12T00:00:00,100730.778500
2022-08-15T00:00:00,100745.228500
2022-08-16T00:00:00,100714.568500
2022-08-17T00:00:00,100536.358500
2022-08-18T00:00:00,100599.638500
2022-08-19T00:00:00,100694.898500
2022-08-22T00:00:00,100514.678500
2022-08-23T00:00:00,100658.758500
2022-08-24T00:00:00,100681.348500
2022-08-25T00:00:00,100424.628500
2022-08-26T00:00:00,100521.438500
2022-08-29T00:00:00,100757.978500
2022-08-30T00:00:00,100659.678500
2022-08-31T00:00:00,100650.638500
2022-09-01T00:00:00,100548.747218
2022-09-02T00:00:00,100617.015520
2022-09-05T00:00:00,100633.785520
2022-09-06T00:00:00,100660.175520
2022-09-07T00:00:00,100584.805520
2022-09-08T00:00:00,100694.655520
2022-09-09T00:00:00,100857.265520
2022-09-12T00:00:00,100826.605520
2022-09-13T00:00:00,100887.765520
2022-09-14T00:00:00,101018.175520
2022-09-15T00:00:00,100818.135520
2022-09-16T00:00:00,100750.265520
2022-09-19T00:00:00,100771.137764
2022-09-20T00:00:00,100766.857764
2022-09-21T00:00:00,100784.037764
2022-09-22T00:00:00,100760.857764
2022-09-23T00:00:00,100753.957764
2022-09-26T00:00:00,100780.777764
2022-09-27T00:00:00,100816.987764
2022-09-28T00:00:00,100807.087764
2022-09-29T00:00:00,100824.507764
2022-09-30T00:00:00,100820.857764
2022-10-03T00:00:00,100792.237764
2022-10-04T00:00:00,100766.097764
2022-10-05T00:00:00,100787.057764
2022-10-06T00:00:00,100790.967764
2022-10-07T00:00:00,100823.717764
2022-10-10T00:00:00,100764.027764
2022-10-11T00:00:00,100750.797764
2022-10-12T00:00:00,100773.442968
2022-10-13T00:00:00,100777.042968
2022-10-14T00:00:00,100816.582968
2022-10-17T00:00:00,100831.282968
2022-10-18T00:00:00,100834.872968
2022-10-19T00:00:00,100778.842968
2022-10-20T00:00:00,100826.632968
2022-10-21T00:00:00,100857.942968
2022-10-24T00:00:00,100855.172968
2022-10-25T00:00:00,100860.512968
2022-10-26T00:00:00,100892.002968
2022-10-27T00:00:00,100862.722968
2022-10-28T00:00:00,100890.002968
